Date,Price,Open,High,Low,Vol.,Return
1/4/2021,505.8542,467.4139,512.0073,460.9255,,0.0822
1/3/2021,467.414,476.9869,500.9041,458.3189,,-0.0201
1/2/2021,476.9869,430.9946,493.1006,430.9946,,0.1067
1/1/2021,430.9947,409.7466,438.6077,406.5078,,0.0526
1/12/2020,409.458,385.594,409.7254,380.7271,,0.0619
1/11/2020,385.594,340.7798,389.4634,333.1107,,0.1315
1/10/2020,340.7799,350.178,365.4283,334.4192,,-0.0268
1/9/2020,350.178,358.2108,362.6131,332.6869,,-0.0224
1/8/2020,358.2109,339.8209,363.1297,337.3671,,0.0541
1/7/2020,339.821,325.483,346.3181,324.685,,0.0441
1/6/2020,325.483,307.0756,333.8396,302.5725,,0.0599
1/5/2020,307.0756,257.0446,308.0562,251.775,,0.1946
1/4/2020,257.0446,255.5416,292.788,217.9503,,0.0059
1/3/2020,255.5416,358.4439,378.2757,249.4273,,-0.2871
